diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
399,20261001,1.1447,1.8,,2.2,,,APPENDIX PROCEDURES WITHOU
402,20261001,4.0205,2.4,,2.9,,,SINGLE LEVEL COMBINED ANTE
405,20261001,5.4705,8.4,,11.8,Y,,"PANCREAS, LIVER AND SHUNT"
406,20261001,2.9002,4.7,,5.9,Y,,"PANCREAS, LIVER AND SHUNT"
407,20261001,2.2196,3.2,,3.9,Y,,"PANCREAS, LIVER AND SHUNT"
408,20261001,3.5656,7.8,,10.4,,,BILIARY TRACT PROCEDURES E
409,20261001,2.1773,4.3,,5.4,,,BILIARY TRACT PROCEDURES E
410,20261001,1.5877,2.9,,3.5,,,BILIARY TRACT PROCEDURES E
411,20261001,3.3033,5.9,,8.3,,,CHOLECYSTECTOMY WITH C.D.E
412,20261001,2.1025,3.8,,4.5,,,CHOLECYSTECTOMY WITH C.D.E
413,20261001,1.6605,2.7,,3.3,,,CHOLECYSTECTOMY WITH C.D.E
414,20261001,3.5626,7.3,,9.4,Y,,CHOLECYSTECTOMY EXCEPT BY
415,20261001,2.0667,4.6,,5.6,Y,,CHOLECYSTECTOMY EXCEPT BY
416,20261001,1.3633,2.8,,3.3,Y,,CHOLECYSTECTOMY EXCEPT BY
417,20261001,2.3864,4.7,,6.1,,,LAPAROSCOPIC CHOLECYSTECTO
418,20261001,1.6916,3.2,,3.9,,,LAPAROSCOPIC CHOLECYSTECTO
419,20261001,1.3658,2.2,,2.6,,,LAPAROSCOPIC CHOLECYSTECTO
420,20261001,3.4071,6.9,,9.5,,,HEPATOBILIARY DIAGNOSTIC P
421,20261001,1.7375,3.4,,4.5,,,HEPATOBILIARY DIAGNOSTIC P
422,20261001,1.3995,2.3,,2.9,,,HEPATOBILIARY DIAGNOSTIC P
423,20261001,4.1530,8.1,,11.3,,,OTHER HEPATOBILIARY OR PAN
424,20261001,2.1879,4.5,,5.9,,,OTHER HEPATOBILIARY OR PAN
425,20261001,1.5003,2.6,,3.2,,,OTHER HEPATOBILIARY OR PAN
426,20261001,11.0212,7.3,,9.2,Y,Y,MULTIPLE LEVEL COMBINED AN
427,20261001,7.2186,4.0,,4.8,Y,Y,MULTIPLE LEVEL COMBINED AN
428,20261001,5.6220,2.6,,3.0,Y,Y,MULTIPLE LEVEL COMBINED AN
429,20261001,9.0096,9.6,,12.3,,,COMBINED ANTERIOR AND POST
430,20261001,5.7671,3.6,,4.6,,,COMBINED ANTERIOR AND POST
432,20261001,1.9682,4.9,,6.7,,,CIRRHOSIS AND ALCOHOLIC HE
433,20261001,1.0562,3.3,,4.2,,,CIRRHOSIS AND ALCOHOLIC HE
434,20261001,0.7125,2.3,,3.0,,,CIRRHOSIS AND ALCOHOLIC HE
435,20261001,1.8367,4.8,,6.3,,,MALIGNANCY OF HEPATOBILIAR
436,20261001,1.1311,3.3,,4.3,,,MALIGNANCY OF HEPATOBILIAR
437,20261001,0.8533,2.4,,2.9,,,MALIGNANCY OF HEPATOBILIAR
438,20261001,1.6302,4.6,,6.3,,,DISORDERS OF PANCREAS EXCE
439,20261001,0.8412,2.9,,3.6,,,DISORDERS OF PANCREAS EXCE
440,20261001,0.6214,2.2,,2.7,,,DISORDERS OF PANCREAS EXCE
441,20261001,1.7947,4.6,,6.3,Y,,DISORDERS OF LIVER EXCEPT
442,20261001,0.9653,3.2,,4.0,Y,,DISORDERS OF LIVER EXCEPT
443,20261001,0.6997,2.4,,2.9,Y,,DISORDERS OF LIVER EXCEPT
444,20261001,1.6709,4.3,,5.7,,,DISORDERS OF THE BILIARY T
445,20261001,1.0944,3.0,,3.7,,,DISORDERS OF THE BILIARY T
446,20261001,0.8273,2.1,,2.5,,,DISORDERS OF THE BILIARY T
447,20261001,6.6816,7.8,,9.7,Y,Y,MULTIPLE LEVEL SPINAL FUSI
448,20261001,4.2408,3.3,,4.1,Y,Y,MULTIPLE LEVEL SPINAL FUSI
450,20261001,5.3296,6.3,,8.1,,,SINGLE LEVEL SPINAL FUSION
451,20261001,3.2304,2.4,,3.1,,,SINGLE LEVEL SPINAL FUSION
456,20261001,8.4034,9.4,,11.5,,,SPINAL FUSION EXCEPT CERVI
457,20261001,5.9631,4.8,,5.9,,,SPINAL FUSION EXCEPT CERVI
458,20261001,4.1726,2.4,,2.8,,,SPINAL FUSION EXCEPT CERVI
461,20261001,5.5230,5.9,,7.6,,,BILATERAL OR MULTIPLE MAJO
462,20261001,2.6600,2.2,,2.7,,,BILATERAL OR MULTIPLE MAJO
463,20261001,5.6995,10.6,,14.3,Y,,WOUND DEBRIDEMENT AND SKIN
464,20261001,3.1147,5.5,,7.3,Y,,WOUND DEBRIDEMENT AND SKIN
465,20261001,1.8237,2.1,,3.0,Y,,WOUND DEBRIDEMENT AND SKIN
466,20261001,5.2054,7.1,,9.1,Y,,REVISION OF HIP OR KNEE RE
467,20261001,3.5266,3.1,,4.1,Y,,REVISION OF HIP OR KNEE RE
468,20261001,2.7480,1.5,,1.8,Y,,REVISION OF HIP OR KNEE RE
469,20261001,3.0332,3.3,,4.4,Y,,MAJOR HIP AND KNEE JOINT R
470,20261001,1.9289,1.9,,2.2,Y,,MAJOR HIP AND KNEE JOINT R
471,20261001,4.8287,7.1,,9.4,,,CERVICAL SPINAL FUSION WIT
472,20261001,2.9461,2.5,,3.5,,,CERVICAL SPINAL FUSION WIT
473,20261001,2.4413,1.6,,2.0,,,CERVICAL SPINAL FUSION WIT
474,20261001,4.2929,9.8,,12.3,Y,,AMPUTATION FOR MUSCULOSKEL
475,20261001,2.2757,5.9,,7.3,Y,,AMPUTATION FOR MUSCULOSKEL
476,20261001,1.1802,2.7,,3.6,Y,,AMPUTATION FOR MUSCULOSKEL
477,20261001,3.4546,8.6,,10.6,Y,Y,BIOPSIES OF MUSCULOSKELETA
478,20261001,2.4592,5.4,,6.7,Y,Y,BIOPSIES OF MUSCULOSKELETA
479,20261001,1.8589,3.3,,4.1,Y,Y,BIOPSIES OF MUSCULOSKELETA
480,20261001,2.9123,6.1,,7.3,Y,Y,HIP AND FEMUR PROCEDURES E
481,20261001,2.0945,4.3,,4.8,Y,Y,HIP AND FEMUR PROCEDURES E
482,20261001,1.6310,3.1,,3.5,Y,Y,HIP AND FEMUR PROCEDURES E
483,20261001,2.7719,2.0,,2.8,,,MAJOR JOINT OR LIMB REATTA
485,20261001,3.2271,8.1,,9.6,,,KNEE PROCEDURES WITH PRINC
486,20261001,2.0911,5.1,,6.0,,,KNEE PROCEDURES WITH PRINC
487,20261001,1.5662,3.5,,4.1,,,KNEE PROCEDURES WITH PRINC
488,20261001,1.7689,2.2,,3.1,Y,,KNEE PROCEDURES WITHOUT PR
489,20261001,1.1168,1.2,,1.4,Y,,KNEE PROCEDURES WITHOUT PR
492,20261001,3.6716,6.6,,8.4,Y,Y,LOWER EXTREMITY AND HUMERU
493,20261001,2.5361,4.2,,5.1,Y,Y,LOWER EXTREMITY AND HUMERU
494,20261001,2.0065,2.8,,3.4,Y,Y,LOWER EXTREMITY AND HUMERU
495,20261001,3.6257,7.2,,9.9,Y,Y,LOCAL EXCISION AND REMOVAL
496,20261001,1.8039,2.8,,3.9,Y,Y,LOCAL EXCISION AND REMOVAL
497,20261001,1.2083,1.4,,1.8,Y,Y,LOCAL EXCISION AND REMOVAL
498,20261001,3.0168,4.4,,5.9,,,LOCAL EXCISION AND REMOVAL
499,20261001,2.0148,1.8,,2.3,,,LOCAL EXCISION AND REMOVAL
500,20261001,3.1648,7.6,,9.9,Y,Y,SOFT TISSUE PROCEDURES WIT
501,20261001,1.7481,4.0,,5.2,Y,Y,SOFT TISSUE PROCEDURES WIT
502,20261001,1.3459,2.4,,3.0,Y,Y,SOFT TISSUE PROCEDURES WIT
503,20261001,2.7911,7.1,,8.9,,,FOOT PROCEDURES WITH MCC
504,20261001,1.8692,4.5,,5.5,,,FOOT PROCEDURES WITH CC
505,20261001,1.7928,2.7,,3.2,,,FOOT PROCEDURES WITHOUT CC
506,20261001,1.3492,3.7,,4.5,,,MAJOR THUMB OR JOINT PROCE
507,20261001,1.8064,5.1,,6.4,,,MAJOR SHOULDER OR ELBOW JO
508,20261001,1.5144,3.2,,3.8,,,MAJOR SHOULDER OR ELBOW JO
510,20261001,3.0205,5.3,,6.9,Y,,"SHOULDER, ELBOW OR FOREARM"
511,20261001,2.0794,3.5,,4.4,Y,,"SHOULDER, ELBOW OR FOREARM"
512,20261001,1.6554,2.3,,2.7,Y,,"SHOULDER, ELBOW OR FOREARM"
513,20261001,1.5743,3.9,,5.2,,,"HAND OR WRIST PROCEDURES,"
514,20261001,1.0223,2.1,,2.6,,,"HAND OR WRIST PROCEDURES,"
515,20261001,3.1869,6.7,,8.4,Y,Y,OTHER MUSCULOSKELETAL SYST
516,20261001,2.0781,4.0,,5.1,Y,Y,OTHER MUSCULOSKELETAL SYST
517,20261001,1.5367,2.3,,2.9,Y,Y,OTHER MUSCULOSKELETAL SYST
518,20261001,3.7373,5.3,,7.6,Y,Y,BACK AND NECK PROCEDURES E
519,20261001,2.0002,3.2,,4.2,Y,Y,BACK AND NECK PROCEDURES E
520,20261001,1.4939,2.1,,2.6,Y,Y,BACK AND NECK PROCEDURES E
521,20261001,2.8702,6.0,,7.0,Y,Y,HIP REPLACEMENT WITH PRINC
522,20261001,2.1177,4.0,,4.5,Y,Y,HIP REPLACEMENT WITH PRINC
533,20261001,1.5677,4.3,,5.7,Y,,FRACTURES OF FEMUR WITH MC
534,20261001,0.8061,2.9,,3.5,Y,,FRACTURES OF FEMUR WITHOUT
535,20261001,1.2820,3.9,,5.0,Y,,FRACTURES OF HIP AND PELVI
536,20261001,0.8076,2.9,,3.5,Y,,FRACTURES OF HIP AND PELVI
537,20261001,0.9543,3.3,,4.1,,,"SPRAINS, STRAINS, AND DISL"
538,20261001,0.7203,2.4,,2.9,,,"SPRAINS, STRAINS, AND DISL"
539,20261001,1.9697,6.2,,8.1,Y,,OSTEOMYELITIS WITH MCC
540,20261001,1.2963,4.3,,5.6,Y,,OSTEOMYELITIS WITH CC
541,20261001,0.7874,2.9,,3.6,Y,,OSTEOMYELITIS WITHOUT CC/M
542,20261001,1.7665,5.0,,6.8,Y,,PATHOLOGICAL FRACTURES AND
543,20261001,1.0280,3.5,,4.4,Y,,PATHOLOGICAL FRACTURES AND
544,20261001,0.7546,2.7,,3.1,Y,,PATHOLOGICAL FRACTURES AND
545,20261001,2.4817,5.5,,8.3,Y,,CONNECTIVE TISSUE DISORDER
546,20261001,1.1534,3.4,,4.4,Y,,CONNECTIVE TISSUE DISORDER
547,20261001,0.8362,2.5,,3.0,Y,,CONNECTIVE TISSUE DISORDER
548,20261001,1.9309,5.9,,7.7,,,SEPTIC ARTHRITIS WITH MCC
549,20261001,1.2072,3.9,,4.9,,,SEPTIC ARTHRITIS WITH CC
550,20261001,0.8741,3.1,,3.7,,,SEPTIC ARTHRITIS WITHOUT C
551,20261001,1.6761,4.5,,5.9,Y,,MEDICAL BACK PROBLEMS WITH
552,20261001,0.9613,2.9,,3.6,Y,,MEDICAL BACK PROBLEMS WITH
553,20261001,1.2963,4.0,,5.2,,,BONE DISEASES AND ARTHROPA
554,20261001,0.8301,2.8,,3.5,,,BONE DISEASES AND ARTHROPA
555,20261001,1.3218,3.8,,5.2,,,SIGNS AND SYMPTOMS OF MUSC
556,20261001,0.8306,2.7,,3.3,,,SIGNS AND SYMPTOMS OF MUSC
557,20261001,1.4869,4.7,,6.1,Y,,"TENDONITIS, MYOSITIS AND B"
558,20261001,0.8932,3.1,,3.9,Y,,"TENDONITIS, MYOSITIS AND B"
559,20261001,1.8649,5.1,,7.0,Y,,"AFTERCARE, MUSCULOSKELETAL"
560,20261001,1.1261,3.8,,5.2,Y,,"AFTERCARE, MUSCULOSKELETAL"
561,20261001,0.8039,2.9,,4.2,Y,,"AFTERCARE, MUSCULOSKELETAL"
562,20261001,1.4248,4.1,,5.2,Y,,"FRACTURE, SPRAIN, STRAIN A"
563,20261001,0.8955,3.0,,3.5,Y,,"FRACTURE, SPRAIN, STRAIN A"
564,20261001,1.5436,4.8,,6.2,,,OTHER MUSCULOSKELETAL SYST
565,20261001,0.9744,3.3,,4.1,,,OTHER MUSCULOSKELETAL SYST
566,20261001,0.7493,2.4,,2.9,,,OTHER MUSCULOSKELETAL SYST
570,20261001,2.9411,7.8,,10.3,Y,,SKIN DEBRIDEMENT WITH MCC
571,20261001,1.6895,5.0,,6.3,Y,,SKIN DEBRIDEMENT WITH CC
572,20261001,1.1463,2.8,,3.6,Y,,SKIN DEBRIDEMENT WITHOUT C
573,20261001,6.5514,12.0,,16.7,Y,,SKIN GRAFT FOR SKIN ULCER
574,20261001,3.4714,7.6,,10.6,Y,,SKIN GRAFT FOR SKIN ULCER
575,20261001,1.7970,4.0,,4.9,Y,,SKIN GRAFT FOR SKIN ULCER
576,20261001,4.9012,8.8,,12.5,,,SKIN GRAFT EXCEPT FOR SKIN
577,20261001,2.6507,4.3,,6.6,,,SKIN GRAFT EXCEPT FOR SKIN
578,20261001,1.6064,2.3,,3.2,,,SKIN GRAFT EXCEPT FOR SKIN
579,20261001,3.2385,7.5,,10.3,Y,,"OTHER SKIN, SUBCUTANEOUS T"
580,20261001,1.7280,4.1,,5.5,Y,,"OTHER SKIN, SUBCUTANEOUS T"
581,20261001,1.4431,2.1,,2.6,Y,,"OTHER SKIN, SUBCUTANEOUS T"
582,20261001,1.9266,2.6,,3.4,,,MASTECTOMY FOR MALIGNANCY
583,20261001,1.7244,1.7,,2.1,,,MASTECTOMY FOR MALIGNANCY
584,20261001,2.1407,3.3,,4.4,,,"BREAST BIOPSY, LOCAL EXCIS"
585,20261001,1.9291,2.0,,2.3,,,"BREAST BIOPSY, LOCAL EXCIS"
592,20261001,1.9353,5.7,,8.1,Y,,SKIN ULCERS WITH MCC
593,20261001,1.1863,4.2,,5.6,Y,,SKIN ULCERS WITH CC
594,20261001,0.8668,3.2,,4.1,Y,,SKIN ULCERS WITHOUT CC/MCC
595,20261001,2.1207,5.4,,7.5,,,MAJOR SKIN DISORDERS WITH
596,20261001,1.0825,3.4,,4.5,,,MAJOR SKIN DISORDERS WITHO
597,20261001,1.6671,4.7,,6.5,,,MALIGNANT BREAST DISORDERS
598,20261001,1.1313,3.4,,4.7,,,MALIGNANT BREAST DISORDERS
599,20261001,0.7694,2.4,,2.8,,,MALIGNANT BREAST DISORDERS
600,20261001,1.0416,3.2,,4.0,,,NON-MALIGNANT BREAST DISOR
601,20261001,0.6050,2.3,,2.6,,,NON-MALIGNANT BREAST DISOR
602,20261001,1.4213,4.5,,5.8,Y,,CELLULITIS WITH MCC
603,20261001,0.8709,3.1,,3.8,Y,,CELLULITIS WITHOUT MCC
604,20261001,1.4721,3.9,,5.1,,,"TRAUMA TO THE SKIN, SUBCUT"
605,20261001,0.9160,2.7,,3.3,,,"TRAUMA TO THE SKIN, SUBCUT"
606,20261001,1.5132,4.5,,6.3,,,MINOR SKIN DISORDERS WITH
607,20261001,0.9064,2.9,,3.8,,,MINOR SKIN DISORDERS WITHO
614,20261001,2.1918,2.4,,3.6,,,ADRENAL AND PITUITARY PROC
615,20261001,1.3993,1.4,,1.6,,,ADRENAL AND PITUITARY PROC
616,20261001,3.4874,8.8,,11.0,Y,,AMPUTATION OF LOWER LIMB F
617,20261001,1.8703,5.6,,6.7,Y,,AMPUTATION OF LOWER LIMB F
618,20261001,1.4183,4.1,,5.1,Y,,AMPUTATION OF LOWER LIMB F
619,20261001,2.8874,2.8,,4.9,,,O.R. PROCEDURES FOR OBESIT
620,20261001,1.6003,1.5,,1.8,,,O.R. PROCEDURES FOR OBESIT
621,20261001,1.5084,1.2,,1.3,,,O.R. PROCEDURES FOR OBESIT
622,20261001,3.5592,8.6,,11.5,Y,,SKIN GRAFTS AND WOUND DEBR
623,20261001,1.7939,5.2,,6.3,Y,,SKIN GRAFTS AND WOUND DEBR
624,20261001,1.2519,3.1,,3.8,Y,,SKIN GRAFTS AND WOUND DEBR
625,20261001,3.0201,5.1,,8.1,,,"THYROID, PARATHYROID AND T"
626,20261001,1.4994,1.9,,2.6,,,"THYROID, PARATHYROID AND T"
627,20261001,1.3283,1.3,,1.5,,,"THYROID, PARATHYROID AND T"
628,20261001,3.7268,8.3,,10.9,Y,,"OTHER ENDOCRINE, NUTRITION"
629,20261001,2.1788,5.9,,7.1,Y,,"OTHER ENDOCRINE, NUTRITION"
630,20261001,1.4595,1.9,,2.6,Y,,"OTHER ENDOCRINE, NUTRITION"
637,20261001,1.4367,3.9,,5.3,Y,,DIABETES WITH MCC
638,20261001,0.8962,2.9,,3.7,Y,,DIABETES WITH CC
639,20261001,0.6212,2.1,,2.4,Y,,DIABETES WITHOUT CC/MCC
640,20261001,1.3356,3.6,,5.0,Y,,MISCELLANEOUS DISORDERS OF
641,20261001,0.7782,2.6,,3.3,Y,,MISCELLANEOUS DISORDERS OF
642,20261001,1.4221,3.4,,4.6,,,INBORN AND OTHER DISORDERS
643,20261001,1.6461,4.9,,6.3,Y,,ENDOCRINE DISORDERS WITH M
644,20261001,1.0250,3.4,,4.2,Y,,ENDOCRINE DISORDERS WITH C
645,20261001,0.7683,2.7,,3.2,Y,,ENDOCRINE DISORDERS WITHOU
650,20261001,4.7014,6.3,,7.6,,,KIDNEY TRANSPLANT WITH HEM
651,20261001,3.7058,5.5,,6.3,,,KIDNEY TRANSPLANT WITH HEM
652,20261001,3.2295,4.3,,4.8,,,KIDNEY TRANSPLANT
653,20261001,5.1964,9.5,,12.4,Y,,MAJOR BLADDER PROCEDURES W
654,20261001,2.7993,5.1,,6.2,Y,,MAJOR BLADDER PROCEDURES W
655,20261001,2.1166,3.2,,3.9,Y,,MAJOR BLADDER PROCEDURES W
656,20261001,3.1838,5.0,,7.2,,,KIDNEY AND URETER PROCEDUR
657,20261001,1.8300,2.5,,3.2,,,KIDNEY AND URETER PROCEDUR
658,20261001,1.5518,1.6,,1.8,,,KIDNEY AND URETER PROCEDUR
659,20261001,2.5409,5.7,,7.7,Y,,KIDNEY AND URETER PROCEDUR
660,20261001,1.3217,2.8,,3.7,Y,,KIDNEY AND URETER PROCEDUR
661,20261001,1.0354,1.8,,2.1,Y,,KIDNEY AND URETER PROCEDUR
662,20261001,3.0615,7.1,,9.7,,,MINOR BLADDER PROCEDURES W
663,20261001,1.5202,3.6,,4.7,,,MINOR BLADDER PROCEDURES W
664,20261001,1.0469,2.1,,2.6,,,MINOR BLADDER PROCEDURES W
665,20261001,3.1212,7.1,,9.8,,,PROSTATECTOMY WITH MCC
666,20261001,1.7493,3.6,,5.0,,,PROSTATECTOMY WITH CC
667,20261001,1.1062,2.1,,2.7,,,PROSTATECTOMY WITHOUT CC/M
668,20261001,2.9200,7.2,,9.4,,,TRANSURETHRAL PROCEDURES W
669,20261001,1.5520,3.7,,4.9,,,TRANSURETHRAL PROCEDURES W
670,20261001,0.9773,2.0,,2.5,,,TRANSURETHRAL PROCEDURES W
671,20261001,1.7950,3.9,,5.5,,,URETHRAL PROCEDURES WITH C
672,20261001,1.0795,1.6,,2.1,,,URETHRAL PROCEDURES WITHOU
673,20261001,4.2016,10.2,,13.1,,,OTHER KIDNEY AND URINARY T
674,20261001,2.3386,5.5,,7.1,,,OTHER KIDNEY AND URINARY T
675,20261001,1.6414,2.8,,3.6,,,OTHER KIDNEY AND URINARY T
682,20261001,1.4810,4.3,,5.7,Y,,RENAL FAILURE WITH MCC
683,20261001,0.8758,3.0,,3.7,Y,,RENAL FAILURE WITH CC
684,20261001,0.6003,2.2,,2.6,Y,,RENAL FAILURE WITHOUT CC/M
686,20261001,1.8037,5.1,,6.9,,,KIDNEY AND URINARY TRACT N
687,20261001,1.0478,3.3,,4.2,,,KIDNEY AND URINARY TRACT N
688,20261001,0.7903,2.0,,2.3,,,KIDNEY AND URINARY TRACT N
689,20261001,1.1603,3.8,,4.9,Y,,KIDNEY AND URINARY TRACT I
690,20261001,0.8095,2.8,,3.5,Y,,KIDNEY AND URINARY TRACT I
693,20261001,1.3445,3.7,,4.9,,,URINARY STONES WITH MCC
694,20261001,0.7817,2.1,,2.7,,,URINARY STONES WITHOUT MCC
695,20261001,1.1438,3.6,,4.6,,,KIDNEY AND URINARY TRACT S
696,20261001,0.6890,2.3,,2.9,,,KIDNEY AND URINARY TRACT S
697,20261001,1.0778,2.6,,3.6,,,URETHRAL STRICTURE
698,20261001,1.6544,4.8,,6.1,Y,,OTHER KIDNEY AND URINARY T
699,20261001,1.0150,3.2,,4.0,Y,,OTHER KIDNEY AND URINARY T
700,20261001,0.6899,2.3,,2.8,Y,,OTHER KIDNEY AND URINARY T
707,20261001,2.0003,2.2,,3.1,,,MAJOR MALE PELVIC PROCEDUR
708,20261001,1.5342,1.4,,1.5,,,MAJOR MALE PELVIC PROCEDUR
709,20261001,2.3271,4.0,,6.5,,,PENIS PROCEDURES WITH CC/M
710,20261001,1.4012,1.6,,1.9,,,PENIS PROCEDURES WITHOUT C
711,20261001,2.0838,4.8,,6.8,,,TESTES PROCEDURES WITH CC/
712,20261001,1.0997,2.3,,3.0,,,TESTES PROCEDURES WITHOUT
713,20261001,1.5034,2.4,,3.5,,,TRANSURETHRAL PROSTATECTOM
714,20261001,1.0574,1.5,,1.7,,,TRANSURETHRAL PROSTATECTOM
715,20261001,2.2373,5.0,,7.2,,,OTHER MALE REPRODUCTIVE SY
716,20261001,1.4710,1.6,,1.8,,,OTHER MALE REPRODUCTIVE SY
717,20261001,1.8905,3.6,,5.2,,,OTHER MALE REPRODUCTIVE SY
718,20261001,1.3431,1.9,,2.3,,,OTHER MALE REPRODUCTIVE SY
722,20261001,1.8097,5.0,,7.1,,,"MALIGNANCY, MALE REPRODUCT"
723,20261001,1.1427,3.4,,4.7,,,"MALIGNANCY, MALE REPRODUCT"
724,20261001,0.6557,1.8,,2.1,,,"MALIGNANCY, MALE REPRODUCT"
725,20261001,1.1702,3.8,,4.9,,,BENIGN PROSTATIC HYPERTROP
726,20261001,0.7220,2.5,,3.1,,,BENIGN PROSTATIC HYPERTROP
727,20261001,1.4829,4.5,,6.0,,,INFLAMMATION OF THE MALE R
728,20261001,0.8112,2.9,,3.6,,,INFLAMMATION OF THE MALE R
729,20261001,1.0587,3.1,,4.1,,,OTHER MALE REPRODUCTIVE SY
730,20261001,0.6720,1.8,,2.1,,,OTHER MALE REPRODUCTIVE SY
734,20261001,2.1300,3.1,,4.7,,,"PELVIC EVISCERATION, RADIC"
735,20261001,1.3455,1.7,,1.9,,,"PELVIC EVISCERATION, RADIC"
736,20261001,3.5745,6.1,,8.2,,,UTERINE AND ADNEXA PROCEDU
737,20261001,2.0606,3.7,,4.5,,,UTERINE AND ADNEXA PROCEDU
738,20261001,1.4685,2.3,,2.6,,,UTERINE AND ADNEXA PROCEDU
739,20261001,3.5828,5.1,,8.3,,,UTERINE AND ADNEXA PROCEDU
740,20261001,1.8096,2.6,,3.6,,,UTERINE AND ADNEXA PROCEDU
741,20261001,1.4261,1.5,,1.8,,,UTERINE AND ADNEXA PROCEDU
742,20261001,1.8348,2.7,,3.6,,,UTERINE AND ADNEXA PROCEDU
743,20261001,1.2407,1.5,,1.7,,,UTERINE AND ADNEXA PROCEDU
744,20261001,2.0491,4.6,,6.6,,,"D&C, CONIZATION, LAPAROSCO"
745,20261001,1.1375,2.0,,2.6,,,"D&C, CONIZATION, LAPAROSCO"
746,20261001,1.7371,3.1,,5.1,,,"VAGINA, CERVIX AND VULVA P"
747,20261001,0.8597,1.3,,1.6,,,"VAGINA, CERVIX AND VULVA P"
748,20261001,1.3873,1.4,,1.8,,,FEMALE REPRODUCTIVE SYSTEM
749,20261001,2.5676,5.1,,7.1,,,OTHER FEMALE REPRODUCTIVE
750,20261001,1.4758,1.9,,2.6,,,OTHER FEMALE REPRODUCTIVE
754,20261001,1.8417,5.1,,7.1,,,"MALIGNANCY, FEMALE REPRODU"
755,20261001,1.0878,3.2,,4.3,,,"MALIGNANCY, FEMALE REPRODU"
756,20261001,0.9605,2.0,,2.3,,,"MALIGNANCY, FEMALE REPRODU"
757,20261001,1.4319,4.6,,6.0,,,"INFECTIONS, FEMALE REPRODU"
758,20261001,0.9790,3.6,,4.4,,,"INFECTIONS, FEMALE REPRODU"
759,20261001,0.6636,2.4,,2.9,,,"INFECTIONS, FEMALE REPRODU"
760,20261001,1.0075,2.8,,3.8,,,MENSTRUAL AND OTHER FEMALE
761,20261001,0.5705,1.7,,2.1,,,MENSTRUAL AND OTHER FEMALE
768,20261001,1.0716,2.7,,3.4,,,VAGINAL DELIVERY WITH O.R.
769,20261001,1.6898,3.0,,4.7,,,POSTPARTUM AND POST ABORTI
770,20261001,1.0027,1.9,,2.3,,,"ABORTION WITH D&C, ASPIRAT"
776,20261001,0.6547,2.4,,3.1,,,POSTPARTUM AND POST ABORTI
779,20261001,0.8413,1.5,,2.0,,,ABORTION WITHOUT D&C
783,20261001,2.4551,4.9,,8.6,,,CESAREAN SECTION WITH STER
784,20261001,1.0601,3.1,,3.6,,,CESAREAN SECTION WITH STER
785,20261001,0.9578,2.6,,3.0,,,CESAREAN SECTION WITH STER
786,20261001,1.6495,4.4,,6.2,,,CESAREAN SECTION WITHOUT S
787,20261001,1.1168,3.4,,4.2,,,CESAREAN SECTION WITHOUT S
788,20261001,0.9588,2.9,,3.2,,,CESAREAN SECTION WITHOUT S
789,20261001,1.8022,1.8,,1.8,,,"NEONATES, DIED OR TRANSFER"
790,20261001,5.9435,17.9,,17.9,,,EXTREME IMMATURITY OR RESP
791,20261001,4.0590,13.3,,13.3,,,PREMATURITY WITH MAJOR PRO
792,20261001,2.4492,8.6,,8.6,,,PREMATURITY WITHOUT MAJOR
793,20261001,4.1696,4.7,,4.7,,,FULL TERM NEONATE WITH MAJ
794,20261001,1.4759,3.4,,3.4,,,NEONATE WITH OTHER SIGNIFI
795,20261001,0.1998,3.1,,3.1,,,NORMAL NEWBORN
796,20261001,1.1670,3.5,,4.4,,,VAGINAL DELIVERY WITH STER
797,20261001,1.0004,2.5,,3.1,,,VAGINAL DELIVERY WITH STER
798,20261001,0.9571,2.3,,2.5,,,VAGINAL DELIVERY WITH STER
799,20261001,4.5289,6.8,,9.1,,,SPLENIC PROCEDURES WITH MC
800,20261001,2.8094,3.9,,5.2,,,SPLENIC PROCEDURES WITH CC
801,20261001,1.9089,2.4,,3.3,,,SPLENIC PROCEDURES WITHOUT
802,20261001,3.9841,7.8,,11.6,,,OTHER O.R. PROCEDURES OF T
803,20261001,1.8589,3.7,,5.2,,,OTHER O.R. PROCEDURES OF T
804,20261001,1.3560,1.7,,2.2,,,OTHER O.R. PROCEDURES OF T
805,20261001,1.0792,3.0,,4.5,,,VAGINAL DELIVERY WITHOUT S
806,20261001,0.7540,2.4,,2.7,,,VAGINAL DELIVERY WITHOUT S
807,20261001,0.6742,2.0,,2.2,,,VAGINAL DELIVERY WITHOUT S
808,20261001,2.2079,5.2,,7.1,,,MAJOR HEMATOLOGICAL AND IM
809,20261001,1.2659,3.3,,4.3,,,MAJOR HEMATOLOGICAL AND IM
810,20261001,1.0466,2.6,,3.3,,,MAJOR HEMATOLOGICAL AND IM
811,20261001,1.4043,3.7,,4.9,,,RED BLOOD CELL DISORDERS W
812,20261001,0.9182,2.7,,3.6,,,RED BLOOD CELL DISORDERS W
813,20261001,1.5253,3.6,,4.7,,,COAGULATION DISORDERS
814,20261001,2.1267,4.7,,6.9,,,RETICULOENDOTHELIAL AND IM
815,20261001,1.0140,2.9,,3.8,,,RETICULOENDOTHELIAL AND IM
816,20261001,0.6320,2.0,,2.3,,,RETICULOENDOTHELIAL AND IM
