apc,statusIndicator,effectiveDate,paymentRate,nationalCoinsurance,minimumCoinsurance
05491,J1,20260101,002357.81,00471.57,00471.57
05492,J1,20260101,004222.95,00844.59,00844.59
05493,J1,20260101,005436.56,01087.32,01087.32
05494,J1,20260101,014820.30,02964.06,02964.06
05495,J1,20260101,014255.17,02851.04,02851.04
05496,J1,20260101,016817.36,03363.48,03363.48
05501,T,20260101,000324.28,00064.86,00064.86
05502,T,20260101,001018.47,00203.70,00203.70
05503,J1,20260101,002428.98,00485.80,00485.80
05504,J1,20260101,004016.55,00803.31,00803.31
05521,S,20260101,000088.91,00017.79,00017.79
05522,S,20260101,000106.81,00021.37,00021.37
05523,S,20260101,000243.77,00048.76,00048.76
05524,S,20260101,000558.25,00111.65,00111.65
05571,S,20260101,000179.20,00035.84,00035.84
05572,S,20260101,000356.43,00071.29,00071.29
05573,S,20260101,000800.90,00160.18,00160.18
05591,S,20260101,000408.43,00081.69,00081.69
05592,S,20260101,000554.73,00110.95,00110.95
05593,S,20260101,001322.69,00264.54,00264.54
05594,S,20260101,001460.92,00292.19,00292.19
05611,S,20260101,000137.32,00031.05,00027.47
05612,S,20260101,000382.54,00076.51,00076.51
05613,S,20260101,001414.11,00282.83,00282.83
05621,S,20260101,000104.24,00020.85,00020.85
05622,S,20260101,000394.05,00078.81,00078.81
05623,S,20260101,000564.51,00112.91,00112.91
05624,S,20260101,000711.56,00142.32,00142.32
05625,S,20260101,001276.81,00255.37,00255.37
05626,S,20260101,001826.78,00365.36,00365.36
05627,J1,20260101,007524.82,01504.97,01504.97
05661,S,20260101,000238.39,00047.68,00047.68
05671,S,20260101,000053.24,00010.65,00010.65
05672,S,20260101,000174.06,00034.82,00034.82
05673,S,20260101,000366.21,00073.25,00073.25
05674,S,20260101,000823.13,00164.63,00164.63
05691,S,20260101,000047.84,00009.57,00009.57
05692,S,20260101,000073.56,00014.72,00014.72
05693,S,20260101,000217.31,00043.47,00043.47
05694,S,20260101,000337.46,00067.50,00067.50
05721,S,20260101,000131.46,00026.30,00026.30
05722,S,20260101,000220.60,00044.12,00044.12
05723,S,20260101,000381.24,00076.25,00076.25
05724,S,20260101,000877.34,00175.47,00175.47
05731,S,20260101,000029.55,00005.91,00005.91
05732,S,20260101,000038.16,00007.64,00007.64
05733,S,20260101,000060.27,00012.06,00012.06
05734,S,20260101,000135.93,00027.19,00027.19
05735,S,20260101,000456.40,00091.28,00091.28
05741,S,20260101,000038.13,00007.63,00007.63
05742,S,20260101,000097.13,00019.43,00019.43
05743,S,20260101,000313.79,00062.76,00062.76
05771,S,20260101,000131.70,00026.34,00026.34
05781,S,20260101,000675.26,00135.06,00135.06
05791,S,20260101,000223.72,00044.75,00044.75
05801,S,20260101,000631.17,00126.24,00126.24
05811,S,20260101,000022.06,00004.42,00004.42
05821,S,20260101,000038.28,00007.66,00007.66
05822,S,20260101,000103.79,00020.76,00020.76
05823,S,20260101,000181.34,00036.27,00036.27
05851,P,20260101,000127.74,00025.55,00025.55
05852,P,20260101,000167.38,00033.48,00033.48
05853,P,20260101,000127.74,00025.55,00025.55
05854,P,20260101,000167.38,00033.48,00033.48
05861,P,20260101,000319.38,00063.88,00063.88
05862,P,20260101,000418.45,00083.69,00083.69
05863,P,20260101,000319.38,00063.88,00063.88
05864,P,20260101,000418.45,00083.69,00083.69
05871,T,20260101,000660.49,00132.10,00132.10
05881,J1,20260101,014228.88,02845.78,02845.78
06000,S1,20260101,000127.14,00025.43,00025.43
06001,S1,20260101,000127.14,00025.43,00025.43
06002,S1,20260101,000127.14,00025.43,00025.43
07043,K,20260101,000031.09,00006.22,00006.22
07046,K,20260101,000108.47,00021.70,00021.70
07048,K,20260101,000094.45,00018.89,00018.89
07308,K,20260101,000392.09,00078.42,00078.42
08004,S,20260101,000300.57,00060.12,00060.12
08005,S,20260101,000226.07,00045.22,00045.22
08006,S,20260101,000438.90,00087.78,00087.78
08007,S,20260101,000537.85,00107.57,00107.57
08008,S,20260101,000867.08,00173.42,00173.42
08010,S,20260101,000418.45,00083.69,00083.69
08011,J2,20260101,002672.15,00534.43,00534.43
09002,K,20260101,000172.22,00034.45,00034.45
09003,K,20260101,000436.75,00087.35,00087.35
09004,K,20260101,000012.32,00002.47,00002.47
09005,K,20260101,002904.58,00580.92,00580.92
09006,K,20260101,000263.15,00052.63,00052.63
09007,K,20260101,000014.23,00002.85,00002.85
09008,K,20260101,000018.01,00003.61,00003.61
09009,K,20260101,005003.64,01000.73,01000.73
09010,K,20260101,000032.15,00006.43,00006.43
09013,K,20260101,000014.94,00002.99,00002.99
09014,K,20260101,000120.36,00024.08,00024.08
09016,K,20260101,003817.28,00763.46,00763.46
09017,K,20260101,000061.80,00012.36,00012.36
09018,K,20260101,000013.29,00002.66,00002.66
09020,K,20260101,000001.82,00000.37,00000.37
09024,K,20260101,000010.30,00002.06,00002.06
09025,K,20260101,000148.99,00029.80,00029.80
09026,K,20260101,000003.46,00000.70,00000.70
09027,K,20260101,000006.97,00001.40,00001.40
09028,K,20260101,002698.05,00539.62,00539.62
09029,K,20260101,000075.97,00015.20,00015.20
09031,K,20260101,000002.29,00000.46,00000.46
09032,K,20260101,000181.22,00036.25,00036.25
09033,K,20260101,000546.29,00109.26,00109.26
09034,K,20260101,000016.84,00003.37,00003.37
09036,K,20260101,000027.00,00005.40,00005.40
09038,K,20260101,000392.06,00078.42,00078.42
09042,K,20260101,000182.45,00036.49,00036.49
09043,K,20260101,000001.57,00000.32,00000.32
09044,K,20260101,000172.31,00034.47,00034.47
09045,K,20260101,000558.46,00111.70,00111.70
09046,K,20260101,000001.23,00000.25,00000.25
09048,K,20260101,000037.82,00007.57,00007.57
09050,K,20260101,000078.92,00015.79,00015.79
09051,K,20260101,000029.84,00005.97,00005.97
09052,K,20260101,000322.27,00064.46,00064.46
09053,K,20260101,000855.55,00171.11,00171.11
09054,K,20260101,000255.84,00051.17,00051.17
09055,K,20260101,000362.50,00072.50,00072.50
09056,K,20260101,000049.63,00009.93,00009.93
09057,K,20260101,000197.83,00039.57,00039.57
09059,K,20260101,000001.85,00000.38,00000.38
09063,K,20260101,000080.00,00016.00,00016.00
09067,K,20260101,000316.99,00063.40,00063.40
09068,K,20260101,000000.01,00000.00,00000.00
09070,K,20260101,003002.58,00600.52,00600.52
09071,K,20260101,000003.42,00000.69,00000.69
09073,K,20260101,002016.42,00403.29,00403.29
09075,K,20260101,000001.57,00000.32,00000.32
09078,K,20260101,000002.07,00000.42,00000.42
09079,K,20260101,000005.77,00001.16,00001.16
09087,K,20260101,000002.85,00000.57,00000.57
09088,K,20260101,000019.52,00003.91,00003.91
09094,K,20260101,000349.19,00069.84,00069.84
09095,K,20260101,000002.16,00000.44,00000.44
09097,K,20260101,000007.85,00001.58,00001.58
09099,K,20260101,000575.50,00115.11,00115.11
09101,K,20260101,000000.01,00000.00,00000.00
09102,K,20260101,000041.67,00008.34,00008.34
09103,K,20260101,000026.77,00005.36,00005.36
09104,K,20260101,000999.37,00199.88,00199.88
09105,K,20260101,000015.54,00003.11,00003.11
09107,G,20260101,000001.91,00000.00,00000.00
09108,K,20260101,002116.32,00423.27,00423.27
09109,G,20260101,000069.49,00013.90,00013.90
09110,G,20260101,000140.90,00028.18,00028.18
09111,G,20260101,000033.58,00006.72,00006.72
09112,G,20260101,000037.66,00007.54,00007.54
09113,G,20260101,000393.66,00078.74,00078.74
09114,G,20260101,000020.87,00004.18,00004.18
09115,G,20260101,000065.73,00013.15,00013.15
09116,G,20260101,000000.58,00000.00,00000.00
09117,G,20260101,000086.16,00017.24,00017.24
09118,G,20260101,000137.97,00027.60,00027.60
09119,G,20260101,000095.11,00019.03,00019.03
09122,K,20260101,000474.84,00094.97,00094.97
09123,K,20260101,000003.55,00000.71,00000.71
09125,K,20260101,000010.98,00002.20,00002.20
09126,K,20260101,000024.00,00004.80,00004.80
09127,K,20260101,000009.74,00001.95,00001.95
09129,K,20260101,000184.91,00036.99,00036.99
09130,K,20260101,000077.39,00015.48,00015.48
09131,K,20260101,000042.16,00008.44,00008.44
09132,K,20260101,000002.14,00000.43,00000.43
09133,K,20260101,000279.85,00055.98,00055.98
09134,K,20260101,000352.44,00070.49,00070.49
09135,K,20260101,002361.82,00472.37,00472.37
09136,G,20260101,000706.67,00141.34,00141.34
09139,K,20260101,000313.68,00062.74,00062.74
09140,K,20260101,000236.86,00047.38,00047.38
09142,G,20260101,000063.84,00012.77,00012.77
09144,K,20260101,000073.00,00014.60,00014.60
09145,K,20260101,000013.00,00002.60,00002.60
09146,K,20260101,000001.91,00000.39,00000.39
09149,G,20260101,000070.75,00014.16,00014.16
09150,G,20260101,000654.63,00130.93,00130.93
09154,G,20260101,000029.85,00005.98,00005.98
09155,G,20260101,000022.15,00004.44,00004.44
09156,K,20260101,000000.13,00000.03,00000.03
09157,G,20260101,000001.32,00000.27,00000.27
09158,G,20260101,000139.18,00027.84,00027.84
09159,G,20260101,000039.96,00008.00,00008.00
09166,K,20260101,000001.03,00000.21,00000.21
09171,K,20260101,000005.32,00001.07,00001.07
09173,K,20260101,000099.13,00019.83,00019.83
09174,K,20260101,000006.77,00001.36,00001.36
09178,K,20260101,000002.18,00000.44,00000.44
09179,K,20260101,000003.25,00000.65,00000.65
09180,K,20260101,000099.97,00020.00,00020.00
09181,K,20260101,000012.14,00002.43,00002.43
09182,K,20260101,000248.50,00049.70,00049.70
09183,K,20260101,000003.50,00000.71,00000.71
09186,K,20260101,000075.22,00015.05,00015.05
09187,K,20260101,000484.14,00096.83,00096.83
09188,K,20260101,001045.15,00209.04,00209.04
09189,K,20260101,000079.26,00015.86,00015.86
09190,K,20260101,000279.93,00055.99,00055.99
09193,K,20260101,000000.30,00000.07,00000.07
09195,K,20260101,000106.33,00021.27,00021.27
09196,K,20260101,000004.69,00000.94,00000.94
09198,K,20260101,000131.38,00026.28,00026.28
09199,K,20260101,000802.49,00160.50,00160.50
09200,K,20260101,000006.73,00001.35,00001.35
09201,K,20260101,000222.25,00044.45,00044.45
09203,K,20260101,000000.63,00000.13,00000.13
09204,K,20260101,000188.76,00037.76,00037.76
09205,K,20260101,000216.90,00043.39,00043.39
09206,K,20260101,000032.77,00006.56,00006.56
09208,K,20260101,000230.15,00046.04,00046.04
09209,K,20260101,000039.87,00007.98,00007.98
09213,K,20260101,000004.36,00000.88,00000.88
09214,K,20260101,000073.20,00014.65,00014.65
09215,K,20260101,000078.37,00015.68,00015.68
09217,K,20260101,000176.45,00035.29,00035.29
09219,K,20260101,000294.69,00058.94,00058.94
09224,K,20260101,000508.76,00101.76,00101.76
09225,K,20260101,000340.31,00068.07,00068.07
09230,K,20260101,000044.11,00008.83,00008.83
09233,K,20260101,000086.38,00017.28,00017.28
09235,K,20260101,000173.03,00034.61,00034.61
09237,K,20260101,000034.05,00006.81,00006.81
09239,K,20260101,002016.42,00403.29,00403.29
09240,K,20260101,000139.21,00027.85,00027.85
09241,K,20260101,000084.57,00016.92,00016.92
09243,K,20260101,000001.88,00000.38,00000.38
09246,G,20260101,000006.03,00001.21,00001.21
09247,G,20260101,000009.61,00000.00,00000.00
09250,G,20260101,000055.84,00011.17,00011.17
09251,K,20260101,000065.63,00013.13,00013.13
09252,K,20260101,000025.33,00005.07,00005.07
09253,K,20260101,000010.39,00002.08,00002.08
09254,G,20260101,000671.22,00134.25,00134.25
09255,K,20260101,000015.11,00003.03,00003.03
09256,K,20260101,000204.61,00040.93,00040.93
09257,K,20260101,000056.10,00011.23,00011.23
09258,K,20260101,000007.11,00001.43,00001.43
09259,K,20260101,000392.63,00078.53,00078.53
09260,K,20260101,000062.23,00012.45,00012.45
09262,G,20260101,000159.40,00031.89,00031.89
09263,K,20260101,000579.97,00116.00,00116.00
09264,K,20260101,000005.71,00001.15,00001.15
09266,G,20260101,000025.04,00005.01,00005.01
09267,G,20260101,000010.63,00002.13,00002.13
09268,K,20260101,004134.62,00826.93,00826.93
09269,K,20260101,000075.86,00015.18,00015.18
09270,K,20260101,000063.68,00012.74,00012.74
09271,K,20260101,000381.36,00076.28,00076.28
09272,K,20260101,000029.38,00005.88,00005.88
09273,K,20260101,055272.32,11054.47,11054.47
09274,K,20260101,001828.72,00365.75,00365.75
09275,K,20260101,003534.60,00706.93,00706.93
09276,K,20260101,000227.28,00045.46,00045.46
09277,G,20260101,000004.66,00000.94,00000.94
09278,K,20260101,000005.57,00001.12,00001.12
09280,G,20260101,000030.56,00006.12,00006.12
09281,K,20260101,003660.83,00732.17,00732.17
09284,K,20260101,000183.48,00036.70,00036.70
09285,K,20260101,000004.72,00000.95,00000.95
09286,K,20260101,000003.89,00000.78,00000.78
09287,K,20260101,000258.64,00051.73,00051.73
09293,K,20260101,000427.72,00085.55,00085.55
09294,K,20260101,000041.11,00008.23,00008.23
09295,K,20260101,000055.65,00011.13,00011.13
09296,K,20260101,000007.88,00001.58,00001.58
09299,K,20260101,000002.65,00000.53,00000.53
09300,K,20260101,000044.60,00008.92,00008.92
09301,K,20260101,000001.79,00000.36,00000.36
09302,K,20260101,000256.09,00051.22,00051.22
09304,K,20260101,000029.29,00005.86,00005.86
09305,K,20260101,000023.39,00004.68,00004.68
09306,K,20260101,000127.45,00025.50,00025.50
09308,K1,20260101,000102.94,00020.59,00020.59
09309,K,20260101,000356.93,00071.39,00071.39
09310,K,20260101,000384.85,00076.97,00076.97
09311,K,20260101,000004.02,00000.81,00000.81
09312,K,20260101,000225.11,00045.03,00045.03
09313,K,20260101,000012.28,00002.46,00002.46
09314,K,20260101,000061.44,00012.29,00012.29
09320,K,20260101,000243.61,00048.73,00048.73
09321,K,20260101,000001.47,00000.30,00000.30
09322,K,20260101,000003.26,00000.66,00000.66
09323,K,20260101,000003.61,00000.73,00000.73
09324,K1,20260101,000096.91,00019.39,00019.39
09325,K,20260101,000001.30,00000.27,00000.27
09326,K,20260101,000087.28,00017.46,00017.46
09327,K,20260101,000012.07,00002.42,00002.42
09328,K,20260101,000529.89,00105.98,00105.98
09329,K,20260101,000027.86,00005.58,00005.58
09330,K,20260101,000047.55,00009.51,00009.51
09331,K,20260101,000136.67,00027.34,00027.34
09335,K,20260101,000010.12,00002.03,00002.03
09336,K,20260101,000029.38,00005.88,00005.88
09338,K,20260101,000010.27,00002.06,00002.06
09340,K,20260101,000346.11,00069.23,00069.23
09341,K,20260101,000040.29,00008.06,00008.06
09343,K,20260101,000117.36,00023.48,00023.48
09345,K,20260101,000030.32,00006.07,00006.07
09346,K,20260101,000011.35,00002.27,00002.27
09347,K,20260101,000041.98,00008.40,00008.40
09348,K,20260101,000025.77,00005.16,00005.16
09349,K,20260101,000069.37,00013.88,00013.88
09350,K,20260101,000027.99,00005.60,00005.60
09351,K,20260101,000213.84,00042.77,00042.77
09353,K,20260101,000029.98,00006.00,00006.00
09354,K,20260101,000002.22,00000.45,00000.45
09355,K,20260101,000359.19,00071.84,00071.84
09357,K,20260101,000019.97,00004.00,00004.00
09358,K,20260101,000047.97,00009.60,00009.60
09359,K,20260101,000129.48,00025.90,00025.90
09361,K,20260101,000016.52,00003.31,00003.31
09364,K,20260101,000036.74,00007.35,00007.35
09367,K,20260101,000027.85,00005.57,00005.57
09370,K,20260101,000460.42,00092.09,00092.09
09372,K,20260101,000014.85,00002.97,00002.97
09374,K,20260101,000318.53,00063.71,00063.71
09375,K,20260101,000018.50,00003.70,00003.70
09376,K,20260101,000036.28,00007.26,00007.26
09377,K,20260101,000081.90,00016.38,00016.38
09378,K,20260101,000055.57,00011.12,00011.12
09381,K,20260101,000020.41,00004.09,00004.09
09382,K,20260101,000019.00,00003.81,00003.81
09383,K,20260101,000594.28,00118.86,00118.86
09385,K,20260101,000014.31,00002.87,00002.87
09388,K,20260101,000022.02,00004.41,00004.41
09389,K,20260101,000207.13,00041.43,00041.43
09390,K,20260101,000062.10,00012.42,00012.42
09391,K,20260101,489304.61,97860.93,97860.93
09392,K,20260101,000496.74,00099.35,00099.35
09394,K,20260101,000495.55,00099.11,00099.11
09395,K,20260101,000002.37,00000.48,00000.48
09396,K,20260101,002943.42,00588.69,00588.69
09398,S,20260101,000041.52,00000.00,00000.00
09399,S,20260101,000036.85,00000.00,00000.00
09406,K,20260101,000131.16,00026.24,00026.24
09407,K,20260101,000329.05,00065.82,00065.82
09408,K,20260101,000686.00,00137.21,00137.21
09409,K,20260101,000550.13,00110.03,00110.03
09410,K,20260101,000363.50,00072.70,00072.70
09411,K,20260101,000026.51,00005.31,00005.31
09412,K,20260101,000166.06,00033.22,00033.22
09414,K,20260101,000023.65,00004.73,00004.73
09415,K,20260101,000005.46,00001.10,00001.10
09416,K,20260101,000193.76,00038.76,00038.76
09418,K,20260101,000052.49,00010.50,00010.50
09419,K,20260101,000140.99,00028.20,00028.20
09420,K,20260101,000002.99,00000.60,00000.60
09421,K,20260101,000004.29,00000.86,00000.86
09426,K,20260101,000002.42,00000.49,00000.49
09427,K,20260101,000042.48,00008.50,00008.50
09428,K,20260101,000028.52,00005.71,00005.71
09429,K,20260101,000030.78,00006.16,00006.16
09430,K,20260101,000346.49,00069.30,00069.30
09431,K,20260101,000243.71,00048.75,00048.75
09432,K,20260101,000022.54,00004.51,00004.51
09433,K,20260101,000080.91,00016.19,00016.19
09434,K,20260101,000018.08,00003.62,00003.62
09436,K,20260101,000089.34,00017.87,00017.87
09437,K,20260101,000055.47,00011.10,00011.10
09439,K,20260101,000078.93,00015.79,00015.79
09440,K1,20260101,000000.81,00000.17,00000.17
09441,K,20260101,000001.11,00000.23,00000.23
09442,K,20260101,000046.32,00009.27,00009.27
09443,K,20260101,000478.52,00095.71,00095.71
09444,K,20260101,000018.86,00003.78,00003.78
09445,K,20260101,000036.77,00007.36,00007.36
09446,K,20260101,000217.09,00043.42,00043.42
09447,K,20260101,000000.38,00000.08,00000.08
09448,K,20260101,000422.89,00084.58,00084.58
09449,K,20260101,000164.25,00032.86,00032.86
09450,K,20260101,000498.14,00099.63,00099.63
09451,K,20260101,000001.68,00000.34,00000.34
09452,K,20260101,000009.07,00001.82,00001.82
09453,K,20260101,000032.96,00006.60,00006.60
09454,K,20260101,000572.96,00114.60,00114.60
09455,K,20260101,000165.83,00033.17,00033.17
09456,K,20260101,000001.01,00000.21,00000.21
09458,K,20260101,001584.67,00316.94,00316.94
09459,K,20260101,001944.01,00388.81,00388.81
09460,K,20260101,000019.98,00004.00,00004.00
09461,K,20260101,002516.43,00503.29,00503.29
09463,K,20260101,000001.64,00000.33,00000.33
09466,K,20260101,000164.59,00032.92,00032.92
09467,K,20260101,000036.69,00007.34,00007.34
09468,K,20260101,000004.46,00000.90,00000.90
09469,K,20260101,000018.30,00003.66,00003.66
09470,K,20260101,000003.35,00000.67,00000.67
09471,K,20260101,000017.62,00003.53,00003.53
09472,K,20260101,000073.94,00014.79,00014.79
09473,K,20260101,000031.27,00006.26,00006.26
09474,K,20260101,000066.00,00013.20,00013.20
09475,K,20260101,000005.73,00001.15,00001.15
09476,K,20260101,000071.37,00014.28,00014.28
09477,K,20260101,000007.89,00001.58,00001.58
09478,K,20260101,000539.91,00107.99,00107.99
09480,K,20260101,000391.07,00078.22,00078.22
09481,K,20260101,000010.95,00002.20,00002.20
09482,K,20260101,000025.05,00005.01,00005.01
09483,K,20260101,000091.34,00018.27,00018.27
09484,K,20260101,000167.35,00033.47,00033.47
09487,K,20260101,000012.99,00002.60,00002.60
09489,K,20260101,001280.25,00256.06,00256.06
09490,K,20260101,000039.83,00007.97,00007.97
09491,K,20260101,000100.09,00020.02,00020.02
09492,K,20260101,000085.12,00017.03,00017.03
09493,K,20260101,000020.99,00004.20,00004.20
09494,K,20260101,000059.41,00011.89,00011.89
09495,K,20260101,000236.62,00047.33,00047.33
09496,K,20260101,000033.88,00006.78,00006.78
09497,K,20260101,000015.90,00003.18,00003.18
09500,R,20260101,000392.97,00078.60,00078.60
09501,R,20260101,000511.59,00102.32,00102.32
09502,R,20260101,000949.13,00189.83,00189.83
09503,R,20260101,000053.25,00010.65,00010.65
09504,R,20260101,000313.00,00062.60,00062.60
09505,R,20260101,000145.22,00029.05,00029.05
09507,R,20260101,000308.96,00061.80,00061.80
09508,R,20260101,000085.98,00017.20,00017.20
09509,R,20260101,000055.96,00011.20,00011.20
09510,R,20260101,000189.84,00037.97,00037.97
09511,R,20260101,000071.95,00014.39,00014.39
09512,R,20260101,000184.91,00036.99,00036.99
09513,R,20260101,000073.77,00014.76,00014.76
09514,R,20260101,000008.11,00001.63,00001.63
09515,R,20260101,000053.17,00010.64,00010.64
09516,R,20260101,000559.79,00111.96,00111.96
09517,R,20260101,000150.57,00030.12,00030.12
09518,R,20260101,000368.58,00073.72,00073.72
09519,R,20260101,000035.32,00007.07,00007.07
09520,R,20260101,000155.84,00031.17,00031.17
09521,R,20260101,000189.59,00037.92,00037.92
09522,R,20260101,000265.41,00053.09,00053.09
09523,R,20260101,000132.05,00026.41,00026.41
09524,R,20260101,000151.58,00030.32,00030.32
09525,R,20260101,000708.06,00141.62,00141.62
09526,R,20260101,000144.26,00028.86,00028.86
09527,R,20260101,000265.19,00053.04,00053.04
09528,R,20260101,000250.49,00050.10,00050.10
09529,R,20260101,000084.55,00016.91,00016.91
09530,R,20260101,000680.61,00136.13,00136.13
09531,R,20260101,000503.45,00100.69,00100.69
09532,R,20260101,000422.69,00084.54,00084.54
09533,R,20260101,000249.40,00049.88,00049.88
09534,R,20260101,000055.78,00011.16,00011.16
09535,R,20260101,000294.48,00058.90,00058.90
09536,R,20260101,000607.43,00121.49,00121.49
09537,R,20260101,000035.32,00007.07,00007.07
09538,R,20260101,000133.76,00026.76,00026.76
09539,R,20260101,000549.28,00109.86,00109.86
09540,R,20260101,000680.03,00136.01,00136.01
09541,R,20260101,000511.59,00102.32,00102.32
